name,employer,location,min_selary,max_selary,money_type,href,employer_id,source
Программист С++/Драйверист, Searchinform,Казань,,100000,руб,https://izhevsk.hh.ru/vacancy/36712566?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/534283,https://hh.ru/
Программист С++/Драйверист, Searchinform,Новосибирск,,100000,руб,https://izhevsk.hh.ru/vacancy/36712595?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/534283,https://hh.ru/
Инженер-программист С++/Qt, Си Проект,"Санкт-Петербург, Нарвская",,,,https://izhevsk.hh.ru/vacancy/37538275?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/121874,https://hh.ru/
Backend Developer,ООО Ключевой фактор,Тюмень,,45000,руб,https://izhevsk.hh.ru/vacancy/37681863?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2816107,https://hh.ru/
C/C++ Developer (TrustZone/TEE), Лаборатория Касперского,"Москва, Динамо",,,,https://izhevsk.hh.ru/vacancy/36923417?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/1057,https://hh.ru/
Старший инженер программист С++," Русские базовые информационные технологии, Научно-производственное объединение",Тверь,50000,,руб,https://izhevsk.hh.ru/vacancy/37061295?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/238419,https://hh.ru/
Разработчик .NET (C#), Aurigma,Томск,,90000,руб,https://izhevsk.hh.ru/vacancy/37696375?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/864553,https://hh.ru/
Программист С++ 3D," Русские базовые информационные технологии, Научно-производственное объединение",Тверь,,,,https://izhevsk.hh.ru/vacancy/34743076?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/238419,https://hh.ru/
2D/3D UI Developer, HARMAN Connected Services,"Нижний Новгород, Горьковская",,,,https://izhevsk.hh.ru/vacancy/37568430?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2033,https://hh.ru/
Программист C++, НЕОЛАНТ,Калининград,,,,https://izhevsk.hh.ru/vacancy/37696993?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/5402,https://hh.ru/
Веб-разработчик на удаленную работу, Imbasynergy,Владивосток,,8000,руб,https://izhevsk.hh.ru/vacancy/37696565?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/3920895,https://hh.ru/
Senior Software Developer (C++), Sperasoft,"Санкт-Петербург, Фрунзенская",,,,https://izhevsk.hh.ru/vacancy/32172319?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/62126,https://hh.ru/
IOS ARKit разработчик,ИП Шелудько Игорь Александрович,Санкт-Петербург,,120000,руб,https://izhevsk.hh.ru/vacancy/37706339?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/3203384,https://hh.ru/
"Senior Software Developer C++,Qt", Си Проект,"Санкт-Петербург, Балтийская",,,,https://izhevsk.hh.ru/vacancy/36384656?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/121874,https://hh.ru/
C++ developer (Telco), DINS,"Санкт-Петербург, Нарвская",,,,https://izhevsk.hh.ru/vacancy/34810737?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/168307,https://hh.ru/
Программист, Jint,Аксай (Ростовская область),45000,,руб,https://izhevsk.hh.ru/vacancy/37700761?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/828632,https://hh.ru/
Инженер-программист С++, Си Проект,"Санкт-Петербург, Балтийская",,,,https://izhevsk.hh.ru/vacancy/37540041?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/121874,https://hh.ru/
С++ Sound Engine Programmer, Saber Interactive,Санкт-Петербург,,,,https://izhevsk.hh.ru/vacancy/35586622?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/314182,https://hh.ru/
Code reviewer (С++), Яндекс,Москва,,,,https://izhevsk.hh.ru/vacancy/37203751?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/1740?dpt=yandex-1740-yandex,https://hh.ru/
Python-разработчик," Русские базовые информационные технологии, Научно-производственное объединение",Тверь,60000,,руб,https://izhevsk.hh.ru/vacancy/34298779?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/238419,https://hh.ru/
C++ разработчик (Core Media), DINS,"Санкт-Петербург, Елизаровская",,,,https://izhevsk.hh.ru/vacancy/37538145?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/168307,https://hh.ru/
QA Automation Engineer, Big Data Technologies,"Санкт-Петербург, Электросила",,,,https://izhevsk.hh.ru/vacancy/37460918?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/986791,https://hh.ru/
Программист С++, eSignal,Ростов-на-Дону,,60000,руб,https://izhevsk.hh.ru/vacancy/37705589?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/116364,https://hh.ru/
C++ developer, Xsolla Inc.,Пермь,,,,https://izhevsk.hh.ru/vacancy/37704321?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/823709,https://hh.ru/
Инженер-программист С++(Qt),ООО Специальный Технологический Центр,"Санкт-Петербург, Площадь Мужества",90000,,руб,https://izhevsk.hh.ru/vacancy/33102960?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2519536,https://hh.ru/
Тестировщик ПО," Русские базовые информационные технологии, Научно-производственное объединение",Тверь,,,,https://izhevsk.hh.ru/vacancy/34729178?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/238419,https://hh.ru/
Программист,ООО НПК Соединение,Челябинск,,,,https://izhevsk.hh.ru/vacancy/37218838?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/3325773,https://hh.ru/
Программист С#,ООО СТОУН-XXI,Москва,100000,,руб,https://izhevsk.hh.ru/vacancy/37531621?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/19788,https://hh.ru/
Разработчик баз данных Oracle Pl/SQL, BETCITY,Ростов-на-Дону,,,,https://izhevsk.hh.ru/vacancy/32356014?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/91449,https://hh.ru/
C# Backend Developer, Saber Interactive,Санкт-Петербург,,,,https://izhevsk.hh.ru/vacancy/36803531?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/314182,https://hh.ru/
IOS developer | iOS разработчик," САТЕЛ, Группа компаний",Нижний Новгород,,,,https://izhevsk.hh.ru/vacancy/37303266?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/760,https://hh.ru/
Инженер-программист C/C++, Группа компаний ТЕЛРОС,"Санкт-Петербург, Лесная",,,,https://izhevsk.hh.ru/vacancy/37580225?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/1978,https://hh.ru/
Разработчик С++ (QT),ООО Сервисный центр Транстелематика,Саратов,,,,https://izhevsk.hh.ru/vacancy/37364435?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2679520,https://hh.ru/
Senior Python-разработчик, РБК,Санкт-Петербург,,,,https://izhevsk.hh.ru/vacancy/37705822?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/563765,https://hh.ru/
Senior Python-разработчик, РБК,Казань,,,,https://izhevsk.hh.ru/vacancy/37705823?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/563765,https://hh.ru/
Senior Python-разработчик, РБК,Владимир,,,,https://izhevsk.hh.ru/vacancy/37705824?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/563765,https://hh.ru/
Middle software developer С++\ С#, ABBYY,"Москва, Отрадное",,,,https://izhevsk.hh.ru/vacancy/37621096?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/301,https://hh.ru/
C++ developer (audio&video conferences), DINS,"Санкт-Петербург, Елизаровская",,,,https://izhevsk.hh.ru/vacancy/37028777?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/168307,https://hh.ru/
Инженер - программист С++, Galileosky,Пермь,,,,https://izhevsk.hh.ru/vacancy/26550087?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/876074,https://hh.ru/
Senior Android developer, Prequel,"Москва, Деловой центр",,,,https://izhevsk.hh.ru/vacancy/37564649?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/3297595,https://hh.ru/
Senior C++ разработчик, Selecty,Москва,,,,https://izhevsk.hh.ru/vacancy/37697603?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2406247,https://hh.ru/
Программист С++ (игровой движок), Saber Interactive,Санкт-Петербург,,,,https://izhevsk.hh.ru/vacancy/19246504?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/314182,https://hh.ru/
Инженер-программист С++/Qt (Екатеринбург),ООО Специальный Технологический Центр,Екатеринбург,80000,,руб,https://izhevsk.hh.ru/vacancy/36579795?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2519536,https://hh.ru/
Backend Rust developer, i-Link,Томск,,80000,руб,https://izhevsk.hh.ru/vacancy/36899289?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/3288469,https://hh.ru/
Embedded программист С/C++ под Linux,АО Алгонт,Калуга,75000,,руб,https://izhevsk.hh.ru/vacancy/35122357?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/117187,https://hh.ru/
Программист С++/Qt (стажер),ООО Интегра Сорсес,Барнаул,,,,https://izhevsk.hh.ru/vacancy/37357932?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/3538849,https://hh.ru/
Разработчик С++/Qt (Екатеринбург),ООО Специальный Технологический Центр,Екатеринбург,120000,,руб,https://izhevsk.hh.ru/vacancy/36579801?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2519536,https://hh.ru/
Инженер-программист (Воронеж),ООО Специальный Технологический Центр,Воронеж,,,,https://izhevsk.hh.ru/vacancy/36100833?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2519536,https://hh.ru/
UNIX разработчик, Searchinform,Санкт-Петербург,,,,https://izhevsk.hh.ru/vacancy/37012961?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/534283,https://hh.ru/
UNIX разработчик, Searchinform,Ростов-на-Дону,,150000,руб,https://izhevsk.hh.ru/vacancy/37012946?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/534283,https://hh.ru/
Ведущий Программист JavaScript/WebGL, Группа компаний «Триумф»,"Москва, Пролетарская",,,,https://izhevsk.hh.ru/vacancy/37666372?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/4161,https://hh.ru/
Kotlin Developer, Emlid,Санкт-Петербург,,,,https://izhevsk.hh.ru/vacancy/36582929?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2661478,https://hh.ru/
Senior C++ developer (Telco), DINS,"Санкт-Петербург, Нарвская",,,,https://izhevsk.hh.ru/vacancy/31207223?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/168307,https://hh.ru/
Senior C++/Qt developer,ООО РОДЖИИ ЕВРОПА,Ульяновск,,120000,руб,https://izhevsk.hh.ru/vacancy/37183076?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2918424,https://hh.ru/
UNIX разработчик, Searchinform,Тверь,,150000,руб,https://izhevsk.hh.ru/vacancy/37012953?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/534283,https://hh.ru/
UNIX разработчик, Searchinform,Нижний Новгород,,150000,руб,https://izhevsk.hh.ru/vacancy/37012958?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/534283,https://hh.ru/
UNIX разработчик, Searchinform,Астрахань,,150000,руб,https://izhevsk.hh.ru/vacancy/37012959?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/534283,https://hh.ru/
UNIX разработчик, Searchinform,Тула,,150000,руб,https://izhevsk.hh.ru/vacancy/37012941?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/534283,https://hh.ru/
UNIX разработчик, Searchinform,Казань,,,,https://izhevsk.hh.ru/vacancy/37012947?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/534283,https://hh.ru/
Compiler Engineer for ML Framework, Samsung Research Center,"Москва, Савеловская",,,,https://izhevsk.hh.ru/vacancy/37555107?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/429,https://hh.ru/
Программист С++,ООО Специальный Технологический Центр,"Санкт-Петербург, Площадь Мужества",,80000,руб,https://izhevsk.hh.ru/vacancy/32674606?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2519536,https://hh.ru/
Team lead data science, Город Иннополис,Санкт-Петербург,,,,https://izhevsk.hh.ru/vacancy/37706232?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/1740229,https://hh.ru/
Python Developer, Emlid,Санкт-Петербург,,,,https://izhevsk.hh.ru/vacancy/37588400?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/2661478,https://hh.ru/
Разработчик С++," Иннотехнум, Группа компаний",Москва,,,,https://izhevsk.hh.ru/vacancy/37499331?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/4649269,https://hh.ru/
Senior iOS developer,ООО Тензор,Новосибирск,,200000,руб,https://izhevsk.hh.ru/vacancy/37705458?query=C%2B%2B%20Developer,https://izhevsk.hh.ru/employer/67611,https://hh.ru/
